Game #,Seed,Survey Interval,Player 1 Model,Player 1 History,Player 1 Rules,Player 1 Strategy,Player 2 Model,Player 2 History,Player 2 Rules,Player 2 Strategy,Player 3 Model,Player 3 History,Player 3 Rules,Player 3 Strategy,Player 4 Model,Player 4 History,Player 4 Rules,Player 4 Strategy,Player 5 Model,Player 5 History,Player 5 Rules,Player 5 Strategy,Player 6 Model,Player 6 History,Player 6 Rules,Player 6 Strategy
113,2176736909,2,Mistral,10,0,0,ChatGPT,10,1,0,Grok,10,0,1,Gemini,10,1,1,,,,,,,,
114,3419729322,2,Mistral,10,1,0,ChatGPT,10,0,1,Grok,10,1,1,Gemini,10,0,0,,,,,,,,
115,783810668,2,Mistral,10,0,1,ChatGPT,10,1,1,Grok,10,0,0,Gemini,10,1,0,,,,,,,,
116,1994060811,2,Mistral,10,1,1,ChatGPT,10,0,0,Grok,10,1,0,Gemini,10,0,1,,,,,,,,
117,965460643,2,ChatGPT,10,0,0,Grok,10,1,0,Gemini,10,0,1,Mistral,10,1,1,,,,,,,,
118,2485707010,2,ChatGPT,10,1,0,Grok,10,0,1,Gemini,10,1,1,Mistral,10,0,0,,,,,,,,
119,2064593633,2,ChatGPT,10,0,1,Grok,10,1,1,Gemini,10,0,0,Mistral,10,1,0,,,,,,,,
120,3260290596,2,ChatGPT,10,1,1,Grok,10,0,0,Gemini,10,1,0,Mistral,10,0,1,,,,,,,,
121,1837016955,2,Grok,10,0,0,Gemini,10,1,0,Mistral,10,0,1,ChatGPT,10,1,1,,,,,,,,
122,1223849503,2,Grok,10,1,0,Gemini,10,0,1,Mistral,10,1,1,ChatGPT,10,0,0,,,,,,,,
123,192992941,2,Grok,10,0,1,Gemini,10,1,1,Mistral,10,0,0,ChatGPT,10,1,0,,,,,,,,
124,2625633111,2,Grok,10,1,1,Gemini,10,0,0,Mistral,10,1,0,ChatGPT,10,0,1,,,,,,,,
125,94642831,2,Gemini,10,0,0,Mistral,10,1,0,ChatGPT,10,0,1,Grok,10,1,1,,,,,,,,
126,1523901483,2,Gemini,10,1,0,Mistral,10,0,1,ChatGPT,10,1,1,Grok,10,0,0,,,,,,,,
127,354939876,2,Gemini,10,0,1,Mistral,10,1,1,ChatGPT,10,0,0,Grok,10,1,0,,,,,,,,
128,2788506561,2,Gemini,10,1,1,Mistral,10,0,0,ChatGPT,10,1,0,Grok,10,0,1,,,,,,,,
129,1994060811,2,Mistral,10,0,0,ChatGPT,10,1,0,Grok,10,0,1,Gemini,10,1,1,,,,,,,,
130,1523901483,2,Mistral,10,1,0,ChatGPT,10,0,1,Grok,10,1,1,Gemini,10,0,0,,,,,,,,
131,3419729322,2,Mistral,10,0,1,ChatGPT,10,1,1,Grok,10,0,0,Gemini,10,1,0,,,,,,,,
132,2176736909,2,Mistral,10,1,1,ChatGPT,10,0,0,Grok,10,1,0,Gemini,10,0,1,,,,,,,,
133,2625633111,2,ChatGPT,10,0,0,Grok,10,1,0,Gemini,10,0,1,Mistral,10,1,1,,,,,,,,
134,965460643,2,ChatGPT,10,1,0,Grok,10,0,1,Gemini,10,1,1,Mistral,10,0,0,,,,,,,,
135,1223849503,2,ChatGPT,10,0,1,Grok,10,1,1,Gemini,10,0,0,Mistral,10,1,0,,,,,,,,
136,2788506561,2,ChatGPT,10,1,1,Grok,10,0,0,Gemini,10,1,0,Mistral,10,0,1,,,,,,,,
137,3260290596,2,Grok,10,0,0,Gemini,10,1,0,Mistral,10,0,1,ChatGPT,10,1,1,,,,,,,,
138,1837016955,2,Grok,10,1,0,Gemini,10,0,1,Mistral,10,1,1,ChatGPT,10,0,0,,,,,,,,
139,354939876,2,Grok,10,0,1,Gemini,10,1,1,Mistral,10,0,0,ChatGPT,10,1,0,,,,,,,,
140,783810668,2,Grok,10,1,1,Gemini,10,0,0,Mistral,10,1,0,ChatGPT,10,0,1,,,,,,,,
141,192992941,2,Gemini,10,0,0,Mistral,10,1,0,ChatGPT,10,0,1,Grok,10,1,1,,,,,,,,
142,2064593633,2,Gemini,10,1,0,Mistral,10,0,1,ChatGPT,10,1,1,Grok,10,0,0,,,,,,,,
143,94642831,2,Gemini,10,0,1,Mistral,10,1,1,ChatGPT,10,0,0,Grok,10,1,0,,,,,,,,
144,2485707010,2,Gemini,10,1,1,Mistral,10,0,0,ChatGPT,10,1,0,Grok,10,0,1,,,,,,,,
145,1523901483,2,Mistral,10,0,0,ChatGPT,10,1,0,Grok,10,0,1,Gemini,10,1,1,,,,,,,,
146,94642831,2,Mistral,10,1,0,ChatGPT,10,0,1,Grok,10,1,1,Gemini,10,0,0,,,,,,,,
147,783810668,2,Mistral,10,0,1,ChatGPT,10,1,1,Grok,10,0,0,Gemini,10,1,0,,,,,,,,
148,965460643,2,Mistral,10,1,1,ChatGPT,10,0,0,Grok,10,1,0,Gemini,10,0,1,,,,,,,,
149,2625633111,2,ChatGPT,10,0,0,Grok,10,1,0,Gemini,10,0,1,Mistral,10,1,1,,,,,,,,
150,354939876,2,ChatGPT,10,1,0,Grok,10,0,1,Gemini,10,1,1,Mistral,10,0,0,,,,,,,,
151,1223849503,2,ChatGPT,10,0,1,Grok,10,1,1,Gemini,10,0,0,Mistral,10,1,0,,,,,,,,
152,1837016955,2,ChatGPT,10,1,1,Grok,10,0,0,Gemini,10,1,0,Mistral,10,0,1,,,,,,,,
153,3260290596,2,Grok,10,0,0,Gemini,10,1,0,Mistral,10,0,1,ChatGPT,10,1,1,,,,,,,,
154,2485707010,2,Grok,10,1,0,Gemini,10,0,1,Mistral,10,1,1,ChatGPT,10,0,0,,,,,,,,
155,3419729322,2,Grok,10,0,1,Gemini,10,1,1,Mistral,10,0,0,ChatGPT,10,1,0,,,,,,,,
156,1994060811,2,Grok,10,1,1,Gemini,10,0,0,Mistral,10,1,0,ChatGPT,10,0,1,,,,,,,,
157,2064593633,2,Gemini,10,0,0,Mistral,10,1,0,ChatGPT,10,0,1,Grok,10,1,1,,,,,,,,
158,2176736909,2,Gemini,10,1,0,Mistral,10,0,1,ChatGPT,10,1,1,Grok,10,0,0,,,,,,,,
159,192992941,2,Gemini,10,0,1,Mistral,10,1,1,ChatGPT,10,0,0,Grok,10,1,0,,,,,,,,
160,2788506561,2,Gemini,10,1,1,Mistral,10,0,0,ChatGPT,10,1,0,Grok,10,0,1,,,,,,,,
